Time,Demand,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,cloud_cover,hour,dow,month,doy,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_holiday,demand_lag_24,demand_lag_48,demand_lag_72,demand_lag_168,demand_roll24_mean,demand_roll24_std,demand_roll168_mean,demand_roll168_std,temperature_2m_lag_24,relative_humidity_2m_lag_24,precipitation_lag_24,temp_squared,temp_hour_sin,temp_hour_cos,humidex_proxy
2026-06-19 02:00:00,390.0205172,25.2,91,0.1,11.3,100,2,4,6,170,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,429.68,453.4822807,435.6994737,377.1727586,436.6346320458333,29.720173410926908,448.3446299595238,44.223526070989905,28.3,87.0,0.0,635.04,12.599999999999998,21.823840175367856,34.3
2026-06-19 03:00:00,382.8082759,25.3,91,0.0,8.3,100,3,4,6,170,1,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,431.19,446.1849123,427.0150877,365.0472414,434.9821535958333,31.189890105010655,448.4211047130952,44.11067785501993,28.1,88.0,0.0,640.09,17.889801564019653,17.889801564019653,34.4
2026-06-19 04:00:00,371.9136207,25.2,91,0.0,2.7,98,4,4,6,170,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,420.06,435.1301754,415.2564912,358.2113793,432.96624842499995,32.95900797016449,448.52682515654766,43.930574784870736,28.0,89.0,0.0,635.04,21.823840175367852,12.600000000000003,34.3
2026-06-19 05:00:00,365.5660345,25.0,93,0.2,2.8,83,5,4,6,170,1,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,412.69,429.6442105,402.5352632,350.0225862,430.9601492875,35.1698230579989,448.6083861172619,43.774334052053206,27.9,91.0,0.0,625.0,24.148145657226706,6.4704761275630185,34.3
2026-06-19 06:00:00,361.1308621,25.4,91,0.1,2.9,100,6,4,6,170,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,410.65,423.7338596,400.9412281,347.8456897,428.99665072499994,37.47413165496086,448.70090664285715,43.58071538662119,28.1,91.0,0.0,645.16,25.4,1.5553014349171384e-15,34.5
2026-06-19 07:00:00,358.4046552,25.9,88,0.0,6.2,100,7,4,6,170,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,421.09,430.1307018,413.1242105,351.9146552,426.9333533125,39.81813845992522,448.77998505000005,43.408327190255086,29.2,88.0,0.0,670.81,25.017478900886868,-6.703413268155284,34.7
2026-06-19 08:00:00,363.44,27.2,82,0.0,7.9,70,8,4,6,170,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,432.34,450.4598246,423.5578947,358.1503448,424.32146394583333,42.20264053198142,448.818616002381,43.32441309558612,31.0,81.0,0.0,739.8399999999999,23.55589098293673,-13.599999999999994,35.4
2026-06-19 09:00:00,385.4022414,28.1,79,0.5,9.2,96,9,4,6,170,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,443.38,464.7440351,435.9168421,406.682931,421.45063061249994,43.94111735736584,448.8501020452381,43.25999955153502,32.5,76.0,0.0,789.6100000000001,19.86970055134199,-19.869700551341985,36.0
2026-06-19 10:00:00,362.3210345,28.8,83,0.8,12.4,92,10,4,6,170,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,436.78,466.1310526,458.4817544,365.8207018,419.03489067083336,44.27553609133223,448.7234312738095,43.41508801071394,34.0,69.0,0.0,829.44,14.399999999999999,-24.941531628991836,37.1
2026-06-19 11:00:00,380.9060345,30.6,75,0.1,13.1,70,11,4,6,170,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,471.4303448,482.3656897,468.2426316,376.1508772,415.93243377499994,45.567913032762384,448.70259992083334,43.45592484542389,32.7,72.0,0.5,936.3600000000001,7.9198627801371435,-29.557330284445488,38.1
2026-06-19 12:00:00,401.667931,30.5,69,0.0,12.5,100,12,4,6,170,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,490.3205172,487.0191228,481.3054386,414.5940351,412.16058751250006,44.50861411216794,448.7309044285714,43.4099104083438,30.4,76.0,10.3,930.25,3.7351727373994275e-15,-30.5,37.4
