Time,Demand
2026-05-02 12:00:00 AM,318.9829825
2026-05-02 01:00:00 AM,303.2910526
2026-05-02 02:00:00 AM,290.9010526
2026-05-02 03:00:00 AM,275.3850877
2026-05-02 04:00:00 AM,273.7392982
2026-05-02 05:00:00 AM,278.6663158
2026-05-02 06:00:00 AM,274.3603509
2026-05-02 07:00:00 AM,289.7417544
2026-05-02 08:00:00 AM,313.3521053
2026-05-02 09:00:00 AM,328.9094737
2026-05-02 10:00:00 AM,331.072807
2026-05-02 11:00:00 AM,350.4392982
2026-05-02 12:00:00 PM,371.4515789
2026-05-02 01:00:00 PM,392.6915789
2026-05-02 02:00:00 PM,375.6954386
2026-05-02 03:00:00 PM,358.9580702
2026-05-02 04:00:00 PM,347.9964912
2026-05-02 05:00:00 PM,328.8473684
2026-05-02 06:00:00 PM,323.1440351
2026-05-02 07:00:00 PM,369.7022807
2026-05-02 08:00:00 PM,362.6015789
2026-05-02 09:00:00 PM,360.254
2026-05-02 10:00:00 PM,342.3558491
2026-05-02 11:00:00 PM,335.7879245
2026-05-03 12:00:00 AM,327.155
2026-05-03 01:00:00 AM,316.535
2026-05-03 02:00:00 AM,307.7358621
2026-05-03 03:00:00 AM,298.072069
2026-05-03 04:00:00 AM,288.4794828
2026-05-03 05:00:00 AM,291.5108621
2026-05-03 06:00:00 AM,290.4427586
2026-05-03 07:00:00 AM,310.1365517
2026-05-03 08:00:00 AM,318.9153448
2026-05-03 09:00:00 AM,329.7184483
2026-05-03 10:00:00 AM,343.3596552
2026-05-03 11:00:00 AM,362.432931
2026-05-03 12:00:00 PM,397.2022414
2026-05-03 01:00:00 PM,412.1556897
2026-05-03 02:00:00 PM,391.7498276
2026-05-03 03:00:00 PM,380.7636207
2026-05-03 04:00:00 PM,364.5894828
2026-05-03 05:00:00 PM,344.9058621
2026-05-03 06:00:00 PM,342.7187931
2026-05-03 07:00:00 PM,385.1072414
2026-05-03 08:00:00 PM,387.752069
2026-05-03 09:00:00 PM,401.5153448
2026-05-03 10:00:00 PM,372.1068966
2026-05-03 11:00:00 PM,367.5907018
2026-05-04 12:00:00 AM,346.09
2026-05-04 01:00:00 AM,339.12
2026-05-04 02:00:00 AM,331.4
2026-05-04 03:00:00 AM,323.59
2026-05-04 04:00:00 AM,317.95
2026-05-04 05:00:00 AM,315.14
2026-05-04 06:00:00 AM,312.82
2026-05-04 07:00:00 AM,325.58
2026-05-04 08:00:00 AM,335.87
2026-05-04 09:00:00 AM,339.66
2026-05-04 10:00:00 AM,358.74
2026-05-04 11:00:00 AM,367.17
2026-05-04 12:00:00 PM,401.9
2026-05-04 01:00:00 PM,426.7
2026-05-04 02:00:00 PM,407.49
2026-05-04 03:00:00 PM,402.44
2026-05-04 04:00:00 PM,382.93
2026-05-04 05:00:00 PM,373.16
2026-05-04 06:00:00 PM,358.23
2026-05-04 07:00:00 PM,403.54
2026-05-04 08:00:00 PM,395.41
2026-05-04 09:00:00 PM,396.39
2026-05-04 10:00:00 PM,387.52
2026-05-04 11:00:00 PM,363.9782456
2026-05-05 12:00:00 AM,341.3
2026-05-05 01:00:00 AM,317.56
2026-05-05 02:00:00 AM,312.64
2026-05-05 03:00:00 AM,313.27
2026-05-05 04:00:00 AM,301.67
2026-05-05 05:00:00 AM,331.65
2026-05-05 06:00:00 AM,302.87
2026-05-05 07:00:00 AM,308.49
2026-05-05 08:00:00 AM,323.56
2026-05-05 09:00:00 AM,335.93
2026-05-05 10:00:00 AM,363.85
2026-05-05 11:00:00 AM,389.81
2026-05-05 12:00:00 PM,420.5
2026-05-05 01:00:00 PM,431.23
2026-05-05 02:00:00 PM,409.46
2026-05-05 03:00:00 PM,403.3
2026-05-05 04:00:00 PM,391.1
2026-05-05 05:00:00 PM,401.4136207
2026-05-05 06:00:00 PM,370.9472414
2026-05-05 07:00:00 PM,409.9482759
2026-05-05 08:00:00 PM,415.2989655
2026-05-05 09:00:00 PM,415.9085965
2026-05-05 10:00:00 PM,422.1739216
2026-05-05 11:00:00 PM,414.8972549
2026-05-06 12:00:00 AM,378.42
2026-05-06 01:00:00 AM,370.31
2026-05-06 02:00:00 AM,359.69
2026-05-06 03:00:00 AM,348.0
2026-05-06 04:00:00 AM,338.91
2026-05-06 05:00:00 AM,333.67
2026-05-06 06:00:00 AM,331.74
2026-05-06 07:00:00 AM,347.21
2026-05-06 08:00:00 AM,355.7
2026-05-06 09:00:00 AM,371.66
2026-05-06 10:00:00 AM,383.2345
2026-05-06 11:00:00 AM,409.9418333
2026-05-06 12:00:00 PM,434.6628333
2026-05-06 01:00:00 PM,447.6526667
2026-05-06 02:00:00 PM,395.9588333
2026-05-06 03:00:00 PM,375.0826667
2026-05-06 04:00:00 PM,344.53
2026-05-06 05:00:00 PM,341.18
2026-05-06 06:00:00 PM,341.81
2026-05-06 07:00:00 PM,377.95
2026-05-06 08:00:00 PM,370.74
2026-05-06 09:00:00 PM,364.54
2026-05-06 10:00:00 PM,360.2829825
2026-05-06 11:00:00 PM,352.8307273
2026-05-07 12:00:00 AM,333.763
2026-05-07 01:00:00 AM,323.2216667
2026-05-07 02:00:00 AM,312.5721667
2026-05-07 03:00:00 AM,307.1245
2026-05-07 04:00:00 AM,301.4801667
2026-05-07 05:00:00 AM,298.1761667
2026-05-07 06:00:00 AM,286.7203333
2026-05-07 07:00:00 AM,301.7161667
2026-05-07 08:00:00 AM,315.1091667
2026-05-07 09:00:00 AM,329.8985
2026-05-07 10:00:00 AM,348.7293333
2026-05-07 11:00:00 AM,373.1258333
2026-05-07 12:00:00 PM,395.949
2026-05-07 01:00:00 PM,415.2616667
2026-05-07 02:00:00 PM,405.2611667
2026-05-07 03:00:00 PM,401.8314035
2026-05-07 04:00:00 PM,389.2654386
2026-05-07 05:00:00 PM,377.092807
2026-05-07 06:00:00 PM,358.9063158
2026-05-07 07:00:00 PM,396.8008772
